what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1349613326100
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1349613326100
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1349613326100
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1349613326100
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1349613326101
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1349613326101
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1349613326102
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1349613326102
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1349613326103
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1349613326103
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1349613326104
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1349613326104
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1349613326104
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1349613326105
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1349613326106
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1349613326107
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1349613326107
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1349613326108
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1349613326108
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1349613326119
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1349613326120
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1349613326120
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1349613326121
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1349613326122
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349613326129
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1349613326134
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1349613326135
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1349613326135
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1349613326135
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1349613326135
os,sysinfo,,,"linux",1349613326139
arch,sysinfo,,,"x86_64",1349613326139
ws,sysinfo,,,"gtk",1349613326139
locale,sysinfo,,,"pl_PL",1349613326139
processors,sysinfo,,,"2",1349613326139
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1349613326139
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1349613326139
java.specification.name,sysinfo,,,"Java Platform API Specification",1349613326139
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349613326139
java.specification.version,sysinfo,,,"1.6",1349613326139
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1349613326139
java.version,sysinfo,,,"1.6.0_24",1349613326139
java.vm.info,sysinfo,,,"mixed mode",1349613326139
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1349613326139
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349613326139
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349613326139
java.vm.specification.version,sysinfo,,,"1.0",1349613326139
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1349613326139
java.vm.version,sysinfo,,,"20.0-b12",1349613326139
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1349613326177
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1349613326550
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1349613326568
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1349613327197
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1349613327303
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1349613329195
started,bundle,net.cellobject.sqlitexmlbrowser,1.2,"net.cellobject.sqlitexmlbrowser",1349613329215
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1349613329321
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1349613329567
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1349613330305
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1349613364491
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1349613364561
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1349613364570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349613366533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1349613374049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349613374074
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1349613376646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349613387739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349613391219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349613461658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349613534408
