what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752872638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752874276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752876258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752876306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348752876537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752876551
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348752881914
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348752881966
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348752881996
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348752884229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752888791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752985506
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348752985663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752986562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752987632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348752987900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348753001256
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1348753002833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348753002886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348753007179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348753009260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348753010629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348753950587
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348753950630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348753970842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754000975
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348754001153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754002248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754003747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348754003766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754005697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754006682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348754006706
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348754009528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754019185
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1348754020907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754020957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754022009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348754024416
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348754108039
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348754108118
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348754108267
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348754108303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348754117165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348754120875
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348754122283
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348754122283
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348754123691
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348754123771
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348754123872
